year,a3,a2,name,edu_level,category,group,value,class
2001,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.400488644838333,Public
2003,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.43647164106369,Public
2008,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.450763285160065,Public
2009,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.465642094612122,Public
2010,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.469623565673828,Public
2012,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.449845224618912,Public
2013,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.441493779420853,Public
2014,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.42426723241806,Public
2015,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.414109826087952,Public
2016,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.43590047955513,Public
2017,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.455886274576187,Public
2018,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.450186967849731,Public
2019,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.463773369789124,Public
2020,ZAF,za,South Africa,Tertiary Education,Overall,Overall,0.477153748273849,Public
2014,ZAF,za,South Africa,Tertiary Education,industry,Education,0.476953506469727,Public
2017,ZAF,za,South Africa,Tertiary Education,industry,Education,0.543784379959106,Public
2014,ZAF,za,South Africa,Tertiary Education,industry,Health,0.220383450388908,Public
2017,ZAF,za,South Africa,Tertiary Education,industry,Health,0.229786023497581,Public
2014,ZAF,za,South Africa,Tertiary Education,industry,Public Administration,0.358985751867294,Public
2017,ZAF,za,South Africa,Tertiary Education,industry,Public Administration,0.472993493080139,Public
2014,ZAF,za,South Africa,Tertiary Education,occupation,Medical workers,0.894423425197601,Public
2014,ZAF,za,South Africa,Tertiary Education,occupation,Teachers,0.945214986801147,Public
2017,ZAF,za,South Africa,Tertiary Education,occupation,Teachers,0.992347359657288,Public
2000,TZA,tz,Tanzania,No Education,Overall,Overall,0.107771471142769,Private
2006,TZA,tz,Tanzania,No Education,Overall,Overall,8.8689016411081e-4,Private
2007,TZA,tz,Tanzania,No Education,Overall,Overall,0.176395162940025,Private
2009,TZA,tz,Tanzania,No Education,Overall,Overall,0.124456465244293,Private
2011,TZA,tz,Tanzania,No Education,Overall,Overall,0.107413992285728,Private
2012,TZA,tz,Tanzania,No Education,Overall,Overall,0.101961083710194,Private
2014,TZA,tz,Tanzania,No Education,Overall,Overall,0.00143640581518412,Private
2000,TZA,tz,Tanzania,No Education,Overall,Overall,0.00901748239994049,Public
2006,TZA,tz,Tanzania,No Education,Overall,Overall,0.00109751988202333,Public
2007,TZA,tz,Tanzania,No Education,Overall,Overall,0.0422497130930424,Public
2009,TZA,tz,Tanzania,No Education,Overall,Overall,0.0394384525716305,Public
2011,TZA,tz,Tanzania,No Education,Overall,Overall,0.0275061447173357,Public
2012,TZA,tz,Tanzania,No Education,Overall,Overall,0.0170161817222834,Public
2014,TZA,tz,Tanzania,No Education,Overall,Overall,0,Public
2000,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.719609141349792,Private
2006,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.800781905651093,Private
2007,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.570459365844727,Private
2009,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.734171986579895,Private
2011,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.672715842723846,Private
2012,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.632383763790131,Private
2014,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.666671216487885,Private
2000,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.381539672613144,Public
2006,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.419404834508896,Public
2007,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.433920383453369,Public
2009,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.360498338937759,Public
2011,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.294411182403564,Public
2012,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.198303863406181,Public
2014,TZA,tz,Tanzania,Primary Education,Overall,Overall,0.163755118846893,Public
2000,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.166180968284607,Private
2006,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.187867015600204,Private
2007,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.195448517799377,Private
2009,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.131884217262268,Private
2011,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.213864967226982,Private
2012,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.229947954416275,Private
2014,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.223032966256142,Private
2000,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.566855430603027,Public
2006,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.513440608978271,Public
2007,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.392071217298508,Public
2009,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.521698594093323,Public
2011,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.548333406448364,Public
2012,TZA,tz,Tanzania,Secondary Education,Overall,Overall,0.522047758102417,Public
2000,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.00643845042213798,Private
2006,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.0104641569778323,Private
2007,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.0576969832181931,Private
2009,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.0094873271882534,Private
2011,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.00600521266460419,Private
2012,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.0357071794569492,Private
2014,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.108859412372112,Private
2006,TZA,tz,Tanzania,Tertiary Education,industry,Education,0.0347774997353554,Private
2007,TZA,tz,Tanzania,Tertiary Education,industry,Education,0.0513951294124126,Private
2011,TZA,tz,Tanzania,Tertiary Education,industry,Education,0.01051832921803,Private
2006,TZA,tz,Tanzania,Tertiary Education,industry,Health,0.00621314020827413,Private
2007,TZA,tz,Tanzania,Tertiary Education,industry,Health,0.21509975194931,Private
2011,TZA,tz,Tanzania,Tertiary Education,industry,Health,0,Private
2000,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.0425873994827271,Public
2006,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.0660570189356804,Public
2007,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.13175867497921,Public
2009,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.0783646181225777,Public
2011,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.129749268293381,Public
2012,TZA,tz,Tanzania,Tertiary Education,Overall,Overall,0.262632191181183,Public
2007,TZA,tz,Tanzania,Tertiary Education,industry,Education,0.233021974563599,Public
2007,TZA,tz,Tanzania,Tertiary Education,industry,Health,0.190180435776711,Public
2011,TZA,tz,Tanzania,Tertiary Education,industry,Health,0.0873643234372139,Public
2006,TZA,tz,Tanzania,Tertiary Education,industry,Public Administration,0.0993174910545349,Public
2007,TZA,tz,Tanzania,Tertiary Education,industry,Public Administration,0.101619087159634,Public
2011,TZA,tz,Tanzania,Tertiary Education,industry,Public Administration,0.20543247461319,Public
2010,GMB,gm,The Gambia,No Education,Overall,Overall,0.337073355913162,Private
2015,GMB,gm,The Gambia,No Education,Overall,Overall,0.279070824384689,Private
2010,GMB,gm,The Gambia,Primary Education,Overall,Overall,0.11643410474062,Private
2015,GMB,gm,The Gambia,Primary Education,Overall,Overall,0.0722931027412415,Private
2010,GMB,gm,The Gambia,Primary Education,Overall,Overall,0.0313063524663448,Public
2015,GMB,gm,The Gambia,Primary Education,Overall,Overall,0.110665246844292,Public
2010,GMB,gm,The Gambia,Secondary Education,Overall,Overall,0.42609116435051,Private
2015,GMB,gm,The Gambia,Secondary Education,Overall,Overall,0.371273308992386,Private
2010,GMB,gm,The Gambia,Secondary Education,Overall,Overall,0.560338616371155,Public
2015,GMB,gm,The Gambia,Secondary Education,Overall,Overall,0.337702572345734,Public
2010,GMB,gm,The Gambia,Tertiary Education,Overall,Overall,0.120401360094547,Private
2015,GMB,gm,The Gambia,Tertiary Education,Overall,Overall,0.277362763881683,Private
2010,GMB,gm,The Gambia,Tertiary Education,industry,Education,0.398020923137665,Private
2010,GMB,gm,The Gambia,Tertiary Education,industry,Health,0.307508945465088,Private
2010,GMB,gm,The Gambia,Tertiary Education,occupation,Teachers,0.432346284389496,Private
2015,GMB,gm,The Gambia,Tertiary Education,occupation,Teachers,0.743292689323425,Private
2010,GMB,gm,The Gambia,Tertiary Education,Overall,Overall,0.256461620330811,Public
2015,GMB,gm,The Gambia,Tertiary Education,Overall,Overall,0.169636011123657,Public
2015,GMB,gm,The Gambia,Tertiary Education,industry,Core Public Administration,0.746531069278717,Public
2010,GMB,gm,The Gambia,Tertiary Education,industry,Education,0.544373035430908,Public
2010,GMB,gm,The Gambia,Tertiary Education,industry,Health,0.309329628944397,Public
2010,GMB,gm,The Gambia,Tertiary Education,industry,Public Administration,0.118441365659237,Public
2015,GMB,gm,The Gambia,Tertiary Education,industry,Public Safety,0.0750586912035942,Public
2010,GMB,gm,The Gambia,Tertiary Education,occupation,Teachers,0.623153328895569,Public
2015,GMB,gm,The Gambia,Tertiary Education,occupation,Teachers,0.62873250246048,Public
2006,TGO,tg,Togo,No Education,Overall,Overall,0.160307735204697,Private
2011,TGO,tg,Togo,No Education,Overall,Overall,0.277835577726364,Private
2006,TGO,tg,Togo,No Education,Overall,Overall,0.0146399596706033,Public
2011,TGO,tg,Togo,No Education,Overall,Overall,0.0262050069868565,Public
2006,TGO,tg,Togo,Primary Education,Overall,Overall,0.38919872045517,Private
2011,TGO,tg,Togo,Primary Education,Overall,Overall,0.366053402423859,Private
2006,TGO,tg,Togo,Primary Education,Overall,Overall,0.145786359906197,Public
2011,TGO,tg,Togo,Primary Education,Overall,Overall,0.13205960392952,Public
2006,TGO,tg,Togo,Secondary Education,Overall,Overall,0.290015786886215,Private
2011,TGO,tg,Togo,Secondary Education,Overall,Overall,0.289786577224731,Private
2006,TGO,tg,Togo,Secondary Education,Overall,Overall,0.393138527870178,Public
2011,TGO,tg,Togo,Secondary Education,Overall,Overall,0.560771286487579,Public
2006,TGO,tg,Togo,Tertiary Education,Overall,Overall,0.16047777235508,Private
2011,TGO,tg,Togo,Tertiary Education,Overall,Overall,0.0663244724273682,Private
2006,TGO,tg,Togo,Tertiary Education,Overall,Overall,0.446435153484344,Public
2011,TGO,tg,Togo,Tertiary Education,Overall,Overall,0.280964106321335,Public
2002,UGA,ug,Uganda,No Education,Overall,Overall,0.14197838306427,Private
2005,UGA,ug,Uganda,No Education,Overall,Overall,0.109772332012653,Private
2012,UGA,ug,Uganda,No Education,Overall,Overall,0.159357741475105,Private
2016,UGA,ug,Uganda,No Education,Overall,Overall,0.0927072092890739,Private
2002,UGA,ug,Uganda,No Education,Overall,Overall,0.0303021892905235,Public
2005,UGA,ug,Uganda,No Education,Overall,Overall,0.00790748093277216,Public
2012,UGA,ug,Uganda,No Education,Overall,Overall,0.0249295793473721,Public
2016,UGA,ug,Uganda,No Education,Overall,Overall,0.00572395091876388,Public
2002,UGA,ug,Uganda,Primary Education,Overall,Overall,0.514973521232605,Private
2005,UGA,ug,Uganda,Primary Education,Overall,Overall,0.517526924610138,Private
2012,UGA,ug,Uganda,Primary Education,Overall,Overall,0.50640594959259,Private
2016,UGA,ug,Uganda,Primary Education,Overall,Overall,0.453549087047577,Private
2002,UGA,ug,Uganda,Primary Education,Overall,Overall,0.106278970837593,Public
2005,UGA,ug,Uganda,Primary Education,Overall,Overall,0.0818941816687584,Public
2012,UGA,ug,Uganda,Primary Education,Overall,Overall,0.126243233680725,Public
2016,UGA,ug,Uganda,Primary Education,Overall,Overall,0.0946934148669243,Public
2002,UGA,ug,Uganda,Secondary Education,Overall,Overall,0.271889120340347,Private
2005,UGA,ug,Uganda,Secondary Education,Overall,Overall,0.297969669103622,Private
2012,UGA,ug,Uganda,Secondary Education,Overall,Overall,0.27505823969841,Private
2016,UGA,ug,Uganda,Secondary Education,Overall,Overall,0.330893188714981,Private
2002,UGA,ug,Uganda,Secondary Education,Overall,Overall,0.55015903711319,Public
2005,UGA,ug,Uganda,Secondary Education,Overall,Overall,0.450712114572525,Public
2012,UGA,ug,Uganda,Secondary Education,Overall,Overall,0.446064561605453,Public
2016,UGA,ug,Uganda,Secondary Education,Overall,Overall,0.372864127159119,Public
2002,UGA,ug,Uganda,Tertiary Education,Overall,Overall,0.0711589977145195,Private
2005,UGA,ug,Uganda,Tertiary Education,Overall,Overall,0.0747311040759087,Private
2012,UGA,ug,Uganda,Tertiary Education,Overall,Overall,0.0591780580580235,Private
2016,UGA,ug,Uganda,Tertiary Education,Overall,Overall,0.122850529849529,Private
2002,UGA,ug,Uganda,Tertiary Education,industry,Education,0.293184190988541,Private
2005,UGA,ug,Uganda,Tertiary Education,industry,Education,0.36677947640419,Private
2012,UGA,ug,Uganda,Tertiary Education,industry,Education,0.289243370294571,Private
2002,UGA,ug,Uganda,Tertiary Education,industry,Health,0.202684730291367,Private
2005,UGA,ug,Uganda,Tertiary Education,industry,Health,0.347368478775024,Private
2012,UGA,ug,Uganda,Tertiary Education,industry,Health,0.278633922338486,Private
2002,UGA,ug,Uganda,Tertiary Education,occupation,Medical workers,0.718442022800446,Private
2005,UGA,ug,Uganda,Tertiary Education,occupation,Medical workers,0.710392236709595,Private
2002,UGA,ug,Uganda,Tertiary Education,Overall,Overall,0.313259810209274,Public
2005,UGA,ug,Uganda,Tertiary Education,Overall,Overall,0.459486246109009,Public
2012,UGA,ug,Uganda,Tertiary Education,Overall,Overall,0.402762651443481,Public
2016,UGA,ug,Uganda,Tertiary Education,Overall,Overall,0.526718497276306,Public
2002,UGA,ug,Uganda,Tertiary Education,industry,Core Public Administration,0.363078624010086,Public
2005,UGA,ug,Uganda,Tertiary Education,industry,Core Public Administration,0.596495270729065,Public
2002,UGA,ug,Uganda,Tertiary Education,industry,Education,0.348705977201462,Public
2005,UGA,ug,Uganda,Tertiary Education,industry,Education,0.461070626974106,Public
2012,UGA,ug,Uganda,Tertiary Education,industry,Education,0.478567868471146,Public
2002,UGA,ug,Uganda,Tertiary Education,industry,Health,0.356454521417618,Public
2005,UGA,ug,Uganda,Tertiary Education,industry,Health,0.51673698425293,Public
2012,UGA,ug,Uganda,Tertiary Education,industry,Health,0.391474485397339,Public
2002,UGA,ug,Uganda,Tertiary Education,industry,Public Administration,0.250515103340149,Public
2005,UGA,ug,Uganda,Tertiary Education,industry,Public Administration,0.404324561357498,Public
2012,UGA,ug,Uganda,Tertiary Education,industry,Public Administration,0.290880709886551,Public
2002,UGA,ug,Uganda,Tertiary Education,industry,Public Safety,0.0731229335069656,Public
2005,UGA,ug,Uganda,Tertiary Education,industry,Public Safety,0.175095275044441,Public
2002,UGA,ug,Uganda,Tertiary Education,industry,Social Security,0,Public
2005,UGA,ug,Uganda,Tertiary Education,industry,Social Security,0.156838610768318,Public
2002,UGA,ug,Uganda,Tertiary Education,occupation,Medical workers,0.495784223079681,Public
2005,UGA,ug,Uganda,Tertiary Education,occupation,Medical workers,0.752255618572235,Public
2002,UGA,ug,Uganda,Tertiary Education,occupation,Teachers,0.474024504423141,Public
2005,UGA,ug,Uganda,Tertiary Education,occupation,Teachers,0.81687593460083,Public
2002,ZMB,zm,Zambia,No Education,Overall,Overall,0.0369440354406834,Private
2004,ZMB,zm,Zambia,No Education,Overall,Overall,0.0315159223973751,Private
2008,ZMB,zm,Zambia,No Education,Overall,Overall,0.060218907892704,Private
2010,ZMB,zm,Zambia,No Education,Overall,Overall,0.0453907251358032,Private
2012,ZMB,zm,Zambia,No Education,Overall,Overall,0.0509746186435223,Private
2014,ZMB,zm,Zambia,No Education,Overall,Overall,0.0506570413708687,Private
2015,ZMB,zm,Zambia,No Education,Overall,Overall,0.0288166776299477,Private
2002,ZMB,zm,Zambia,No Education,Overall,Overall,0.00851702410727739,Public
2004,ZMB,zm,Zambia,No Education,Overall,Overall,0.0119709987193346,Public
2008,ZMB,zm,Zambia,No Education,Overall,Overall,0.00781415868550539,Public
2010,ZMB,zm,Zambia,No Education,Overall,Overall,0.00922800973057747,Public
2012,ZMB,zm,Zambia,No Education,Overall,Overall,0.0188149977475405,Public
2014,ZMB,zm,Zambia,No Education,Overall,Overall,0.010254911147058,Public
2015,ZMB,zm,Zambia,No Education,Overall,Overall,0.0177809074521065,Public
2002,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.328417718410492,Private
2004,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.280410498380661,Private
2008,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.344901472330093,Private
2010,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.313477724790573,Private
2012,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.370565265417099,Private
2014,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.305388003587723,Private
2015,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.172775730490685,Private
2002,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.101531133055687,Public
2004,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.0701791420578957,Public
2008,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.0800885781645775,Public
2010,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.332091271877289,Public
2012,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.147966116666794,Public
2014,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.0703056156635284,Public
2015,ZMB,zm,Zambia,Primary Education,Overall,Overall,0.109137684106827,Public
2002,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.559178352355957,Private
2004,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.577450692653656,Private
2008,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.494653046131134,Private
2010,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.522754907608032,Private
2012,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.551807403564453,Private
2014,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.565245866775513,Private
2015,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.578589379787445,Private
2002,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.557477056980133,Public
2004,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.53337699174881,Public
2008,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.486489772796631,Public
2010,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.284238398075104,Public
2012,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.685131728649139,Public
2014,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.447270423173904,Public
2015,ZMB,zm,Zambia,Secondary Education,Overall,Overall,0.342219352722168,Public
2002,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.0754598677158356,Private
2004,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.110622897744179,Private
2008,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.100226566195488,Private
2010,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.11837662011385,Private
2012,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.0266526862978935,Private
2014,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.0787090808153152,Private
2015,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.219818204641342,Private
2002,ZMB,zm,Zambia,Tertiary Education,industry,Education,0.261571764945984,Private
2004,ZMB,zm,Zambia,Tertiary Education,industry,Education,0.321505904197693,Private
2008,ZMB,zm,Zambia,Tertiary Education,industry,Education,0.367174327373505,Private
2010,ZMB,zm,Zambia,Tertiary Education,industry,Education,0.249899923801422,Private
2015,ZMB,zm,Zambia,Tertiary Education,industry,Education,0.585321009159088,Private
2002,ZMB,zm,Zambia,Tertiary Education,industry,Health,0.208820909261703,Private
2004,ZMB,zm,Zambia,Tertiary Education,industry,Health,0.279940724372864,Private
2008,ZMB,zm,Zambia,Tertiary Education,industry,Health,0.20122005045414,Private
2010,ZMB,zm,Zambia,Tertiary Education,industry,Health,0.307719260454178,Private
2015,ZMB,zm,Zambia,Tertiary Education,industry,Health,0.469836413860321,Private
2004,ZMB,zm,Zambia,Tertiary Education,occupation,Medical workers,0.270316570997238,Private
2008,ZMB,zm,Zambia,Tertiary Education,occupation,Medical workers,0.865108728408813,Private
2002,ZMB,zm,Zambia,Tertiary Education,occupation,Teachers,0.380472898483276,Private
2004,ZMB,zm,Zambia,Tertiary Education,occupation,Teachers,0.527519702911377,Private
2008,ZMB,zm,Zambia,Tertiary Education,occupation,Teachers,0.403574883937836,Private
2015,ZMB,zm,Zambia,Tertiary Education,occupation,Teachers,0.765286386013031,Private
2002,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.332474768161774,Public
2004,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.384472906589508,Public
2008,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.42560750246048,Public
2010,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.374442309141159,Public
2012,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.148087173700333,Public
2014,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.472169041633606,Public
2015,ZMB,zm,Zambia,Tertiary Education,Overall,Overall,0.530862092971802,Public
2002,ZMB,zm,Zambia,Tertiary Education,industry,Core Public Administration,0.250561773777008,Public
2004,ZMB,zm,Zambia,Tertiary Education,industry,Core Public Administration,0.310480862855911,Public
2008,ZMB,zm,Zambia,Tertiary Education,industry,Core Public Administration,0.418382287025452,Public
2015,ZMB,zm,Zambia,Tertiary Education,industry,Core Public Administration,0.466286480426788,Public
2002,ZMB,zm,Zambia,Tertiary Education,industry,Education,0.543199777603149,Public
2004,ZMB,zm,Zambia,Tertiary Education,industry,Education,0.517083823680878,Public
2008,ZMB,zm,Zambia,Tertiary Education,industry,Education,0.618448793888092,Public
2010,ZMB,zm,Zambia,Tertiary Education,industry,Education,0.476515501737595,Public
2015,ZMB,zm,Zambia,Tertiary Education,industry,Education,0.839926481246948,Public
2002,ZMB,zm,Zambia,Tertiary Education,industry,Health,0.375101625919342,Public
2004,ZMB,zm,Zambia,Tertiary Education,industry,Health,0.342060476541519,Public
2008,ZMB,zm,Zambia,Tertiary Education,industry,Health,0.466009080410004,Public
2010,ZMB,zm,Zambia,Tertiary Education,industry,Health,0.45673468708992,Public
2015,ZMB,zm,Zambia,Tertiary Education,industry,Health,0.69787859916687,Public
2002,ZMB,zm,Zambia,Tertiary Education,industry,Public Administration,0.229921624064445,Public
2004,ZMB,zm,Zambia,Tertiary Education,industry,Public Administration,0.366930097341537,Public
2008,ZMB,zm,Zambia,Tertiary Education,industry,Public Administration,0.320301920175552,Public
2010,ZMB,zm,Zambia,Tertiary Education,industry,Public Administration,0.290986627340317,Public
2015,ZMB,zm,Zambia,Tertiary Education,industry,Public Administration,0.459120839834213,Public
2002,ZMB,zm,Zambia,Tertiary Education,industry,Public Safety,0.214194267988205,Public
2004,ZMB,zm,Zambia,Tertiary Education,industry,Public Safety,0.418057352304459,Public
2008,ZMB,zm,Zambia,Tertiary Education,industry,Public Safety,0.289199382066727,Public
2015,ZMB,zm,Zambia,Tertiary Education,industry,Public Safety,0.459363281726837,Public
2002,ZMB,zm,Zambia,Tertiary Education,industry,Social Security,0.22550593316555,Public
2004,ZMB,zm,Zambia,Tertiary Education,industry,Social Security,0.0761047676205635,Public
2008,ZMB,zm,Zambia,Tertiary Education,industry,Social Security,0.164840906858444,Public
2015,ZMB,zm,Zambia,Tertiary Education,industry,Social Security,0.154310941696167,Public
2004,ZMB,zm,Zambia,Tertiary Education,occupation,Medical workers,0.57935756444931,Public
2008,ZMB,zm,Zambia,Tertiary Education,occupation,Medical workers,0.616894602775574,Public
2002,ZMB,zm,Zambia,Tertiary Education,occupation,Teachers,0.698111832141876,Public
2004,ZMB,zm,Zambia,Tertiary Education,occupation,Teachers,0.594529092311859,Public
2008,ZMB,zm,Zambia,Tertiary Education,occupation,Teachers,0.641556859016418,Public
2015,ZMB,zm,Zambia,Tertiary Education,occupation,Teachers,0.922619342803955,Public
2001,ZWE,zw,Zimbabwe,No Education,Overall,Overall,0.0486253835260868,Private
2007,ZWE,zw,Zimbabwe,No Education,Overall,Overall,0.0373033098876476,Private
2011,ZWE,zw,Zimbabwe,No Education,Overall,Overall,0.0230694133788347,Private
2017,ZWE,zw,Zimbabwe,No Education,Overall,Overall,0.0164546389132738,Private
2001,ZWE,zw,Zimbabwe,No Education,Overall,Overall,0.00126692303456366,Public
2007,ZWE,zw,Zimbabwe,No Education,Overall,Overall,0.00235632620751858,Public
2011,ZWE,zw,Zimbabwe,No Education,Overall,Overall,0.0017041148385033,Public
2017,ZWE,zw,Zimbabwe,No Education,Overall,Overall,0.00489528942853212,Public
2001,ZWE,zw,Zimbabwe,Primary Education,Overall,Overall,0.488651543855667,Private
2007,ZWE,zw,Zimbabwe,Primary Education,Overall,Overall,0.375464171171188,Private
2011,ZWE,zw,Zimbabwe,Primary Education,Overall,Overall,0.253088861703873,Private
2017,ZWE,zw,Zimbabwe,Primary Education,Overall,Overall,0.825188219547272,Private
2001,ZWE,zw,Zimbabwe,Primary Education,Overall,Overall,0.115050919353962,Public
2007,ZWE,zw,Zimbabwe,Primary Education,Overall,Overall,0.0850683376193047,Public
2011,ZWE,zw,Zimbabwe,Primary Education,Overall,Overall,0.0613351836800575,Public
2017,ZWE,zw,Zimbabwe,Primary Education,Overall,Overall,0.365867108106613,Public
2001,ZWE,zw,Zimbabwe,Secondary Education,Overall,Overall,0.36214092373848,Private
2007,ZWE,zw,Zimbabwe,Secondary Education,Overall,Overall,0.454952031373978,Private
2011,ZWE,zw,Zimbabwe,Secondary Education,Overall,Overall,0.550669312477112,Private
2017,ZWE,zw,Zimbabwe,Secondary Education,Overall,Overall,0.0306726451963186,Private
2001,ZWE,zw,Zimbabwe,Secondary Education,Overall,Overall,0.250267118215561,Public
2007,ZWE,zw,Zimbabwe,Secondary Education,Overall,Overall,0.385636001825333,Public
2011,ZWE,zw,Zimbabwe,Secondary Education,Overall,Overall,0.34169065952301,Public
2017,ZWE,zw,Zimbabwe,Secondary Education,Overall,Overall,0.0470727421343327,Public
2001,ZWE,zw,Zimbabwe,Tertiary Education,Overall,Overall,0.100582167506218,Private
2007,ZWE,zw,Zimbabwe,Tertiary Education,Overall,Overall,0.132280483841896,Private
2011,ZWE,zw,Zimbabwe,Tertiary Education,Overall,Overall,0.173172414302826,Private
2017,ZWE,zw,Zimbabwe,Tertiary Education,Overall,Overall,0.127684518694878,Private
2011,ZWE,zw,Zimbabwe,Tertiary Education,industry,Education,0.401792794466019,Private
2011,ZWE,zw,Zimbabwe,Tertiary Education,industry,Health,0.474151909351349,Private
2011,ZWE,zw,Zimbabwe,Tertiary Education,occupation,Teachers,0.612292170524597,Private
2001,ZWE,zw,Zimbabwe,Tertiary Education,Overall,Overall,0.633415043354034,Public
2007,ZWE,zw,Zimbabwe,Tertiary Education,Overall,Overall,0.526939332485199,Public
2011,ZWE,zw,Zimbabwe,Tertiary Education,Overall,Overall,0.595270037651062,Public
2017,ZWE,zw,Zimbabwe,Tertiary Education,Overall,Overall,0.582164883613586,Public
2011,ZWE,zw,Zimbabwe,Tertiary Education,industry,Core Public Administration,0.511111497879028,Public
2011,ZWE,zw,Zimbabwe,Tertiary Education,industry,Education,0.824737191200256,Public
2011,ZWE,zw,Zimbabwe,Tertiary Education,industry,Health,0.685439705848694,Public
